account_id,meat-segment
2227,Meat - Frequent consumer
10992,Meat - Biggest consumer
5304,Meat - Low consumer
309,Meat - Frequent consumer
3406,Meat - Frequent consumer
2661,Meat - Low consumer
3153,Meat - Low consumer
10264,Meat - Low consumer
1184,Meat - Frequent consumer
4200,Meat - Frequent consumer
9396,Meat - Low consumer
2387,Meat - Frequent consumer
6690,Meat - Frequent consumer
1225,Meat - Biggest consumer
9703,Meat - Frequent consumer
291,Meat - Biggest consumer
4557,Meat - Frequent consumer
2379,Meat - Biggest consumer
5726,Meat - Frequent consumer
3066,Meat - Frequent consumer
6336,Meat - Low consumer
10967,Meat - Frequent consumer
2304,Meat - Frequent consumer
3445,Meat - Frequent consumer
7828,Meat - Biggest consumer
3762,Meat - Biggest consumer
4391,Meat - Frequent consumer
4669,Meat - Low consumer
10144,Meat - Frequent consumer
8652,Meat - Frequent consumer
1672,Meat - Frequent consumer
8962,Meat - Low consumer
9974,Meat - Frequent consumer
10983,Meat - Frequent consumer
8148,Meat - Biggest consumer
10102,Meat - Biggest consumer
4697,Meat - Frequent consumer
9262,Meat - Low consumer
7254,Meat - Frequent consumer
4543,Meat - Biggest consumer
4927,Meat - Frequent consumer
10451,Meat - Low consumer
2926,Meat - Frequent consumer
2874,Meat - Low consumer
9738,Meat - Low consumer
7119,Meat - Biggest consumer
3924,Meat - Frequent consumer
5827,Meat - Low consumer
5596,Meat - Frequent consumer
10812,Meat - Frequent consumer
1717,Meat - Frequent consumer
9491,Meat - Frequent consumer
9274,Meat - Frequent consumer
6609,Meat - Frequent consumer
6963,Meat - Biggest consumer
4440,Meat - Frequent consumer
1379,Meat - Frequent consumer
10032,Meat - Low consumer
2826,Meat - Low consumer
6320,Meat - Biggest consumer
3050,Meat - Frequent consumer
231,Meat - Low consumer
2392,Meat - Frequent consumer
9478,Meat - Frequent consumer
113,Meat - Low consumer
1802,Meat - Frequent consumer
520,Meat - Low consumer
8275,Meat - Low consumer
9750,Meat - Biggest consumer
2607,Meat - Frequent consumer
7214,Meat - Biggest consumer
5835,Meat - Frequent consumer
3896,Meat - Low consumer
10350,Meat - Low consumer
7786,Meat - Frequent consumer
2861,Meat - Low consumer
663,Meat - Low consumer
10675,Meat - Frequent consumer
2521,Meat - Low consumer
9592,Meat - Low consumer
10151,Meat - Biggest consumer
7381,Meat - Biggest consumer
4099,Meat - Low consumer
9560,Meat - Biggest consumer
1150,Meat - Biggest consumer
10172,Meat - Biggest consumer
11191,Meat - Frequent consumer
9707,Meat - Frequent consumer
6245,Meat - Frequent consumer
8234,Meat - Low consumer
1411,Meat - Frequent consumer
8553,Meat - Low consumer
1826,Meat - Biggest consumer
8842,Meat - Low consumer
11030,Meat - Low consumer
2579,Meat - Biggest consumer
175,Meat - Biggest consumer
9185,Meat - Biggest consumer
11056,Meat - Biggest consumer
9365,Meat - Frequent consumer
6201,Meat - Low consumer
2061,Meat - Low consumer
6184,Meat - Biggest consumer
6142,Meat - Frequent consumer
4107,Meat - Frequent consumer
7274,Meat - Biggest consumer
9336,Meat - Frequent consumer
2958,Meat - Low consumer
933,Meat - Low consumer
5837,Meat - Frequent consumer
10704,Meat - Frequent consumer
5125,Meat - Biggest consumer
4432,Meat - Frequent consumer
5955,Meat - Biggest consumer
2928,Meat - Frequent consumer
5680,Meat - Low consumer
10313,Meat - Frequent consumer
2557,Meat - Low consumer
1245,Meat - Biggest consumer
1519,Meat - Frequent consumer
10703,Meat - Frequent consumer
1726,Meat - Low consumer
4459,Meat - Low consumer
1729,Meat - Frequent consumer
1517,Meat - Low consumer
2098,Meat - Low consumer
9543,Meat - Low consumer
6878,Meat - Frequent consumer
3310,Meat - Frequent consumer
2724,Meat - Low consumer
948,Meat - Low consumer
6720,Meat - Frequent consumer
6202,Meat - Frequent consumer
2066,Meat - Low consumer
9799,Meat - Frequent consumer
8318,Meat - Biggest consumer
5642,Meat - Frequent consumer
2669,Meat - Biggest consumer
455,Meat - Frequent consumer
7683,Meat - Frequent consumer
3428,Meat - Biggest consumer
7414,Meat - Frequent consumer
6354,Meat - Low consumer
798,Meat - Low consumer
8213,Meat - Low consumer
2488,Meat - Frequent consumer
9999,Meat - Frequent consumer
7617,Meat - Frequent consumer
615,Meat - Frequent consumer
2552,Meat - Frequent consumer
194,Meat - Low consumer
3645,Meat - Frequent consumer
8890,Meat - Frequent consumer
5049,Meat - Frequent consumer
9973,Meat - Frequent consumer
7301,Meat - Low consumer
10882,Meat - Frequent consumer
7030,Meat - Frequent consumer
7422,Meat - Frequent consumer
3523,Meat - Biggest consumer
7106,Meat - Biggest consumer
6504,Meat - Low consumer
5067,Meat - Biggest consumer
4216,Meat - Frequent consumer
8581,Meat - Frequent consumer
5929,Meat - Frequent consumer
3129,Meat - Low consumer
6528,Meat - Low consumer
1361,Meat - Frequent consumer
6932,Meat - Biggest consumer
7284,Meat - Low consumer
1340,Meat - Biggest consumer
8746,Meat - Biggest consumer
5987,Meat - Low consumer
3767,Meat - Frequent consumer
3725,Meat - Biggest consumer
4324,Meat - Biggest consumer
238,Meat - Frequent consumer
6694,Meat - Biggest consumer
498,Meat - Frequent consumer
9347,Meat - Low consumer
9699,Meat - Biggest consumer
10664,Meat - Frequent consumer
5455,Meat - Low consumer
456,Meat - Low consumer
5012,Meat - Low consumer
7495,Meat - Frequent consumer
5029,Meat - Low consumer
10642,Meat - Low consumer
2106,Meat - Low consumer
10364,Meat - Low consumer
5954,Meat - Frequent consumer
1137,Meat - Biggest consumer
2541,Meat - Low consumer
1142,Meat - Frequent consumer
2276,Meat - Biggest consumer
2807,Meat - Frequent consumer
6471,Meat - Frequent consumer
6131,Meat - Frequent consumer
6233,Meat - Biggest consumer
4148,Meat - Frequent consumer
4947,Meat - Biggest consumer
3225,Meat - Frequent consumer
7540,Meat - Frequent consumer
10648,Meat - Biggest consumer
1992,Meat - Biggest consumer
7851,Meat - Biggest consumer
8594,Meat - Low consumer
7059,Meat - Biggest consumer
2815,Meat - Frequent consumer
2416,Meat - Biggest consumer
7999,Meat - Biggest consumer
9213,Meat - Low consumer
9697,Meat - Frequent consumer
3916,Meat - Frequent consumer
2021,Meat - Biggest consumer
1581,Meat - Low consumer
564,Meat - Frequent consumer
6619,Meat - Low consumer
9081,Meat - Low consumer
178,Meat - Frequent consumer
916,Meat - Low consumer
5512,Meat - Frequent consumer
8970,Meat - Frequent consumer
10581,Meat - Frequent consumer
5300,Meat - Frequent consumer
5154,Meat - Low consumer
8346,Meat - Frequent consumer
1676,Meat - Frequent consumer
9286,Meat - Frequent consumer
2426,Meat - Frequent consumer
5172,Meat - Frequent consumer
5562,Meat - Frequent consumer
3436,Meat - Low consumer
3921,Meat - Frequent consumer
3403,Meat - Biggest consumer
22,Meat - Frequent consumer
10965,Meat - Biggest consumer
9426,Meat - Frequent consumer
6605,Meat - Frequent consumer
3136,Meat - Biggest consumer
8737,Meat - Low consumer
11088,Meat - Biggest consumer
716,Meat - Biggest consumer
466,Meat - Frequent consumer
9135,Meat - Frequent consumer
10623,Meat - Low consumer
8151,Meat - Frequent consumer
5140,Meat - Frequent consumer
10160,Meat - Low consumer
4945,Meat - Biggest consumer
10584,Meat - Biggest consumer
6071,Meat - Biggest consumer
3386,Meat - Frequent consumer
8939,Meat - Frequent consumer
9925,Meat - Frequent consumer
4320,Meat - Biggest consumer
5389,Meat - Frequent consumer
6036,Meat - Biggest consumer
182,Meat - Frequent consumer
203,Meat - Biggest consumer
11025,Meat - Frequent consumer
10203,Meat - Low consumer
4607,Meat - Biggest consumer
3711,Meat - Biggest consumer
3696,Meat - Low consumer
2532,Meat - Biggest consumer
9214,Meat - Frequent consumer
4943,Meat - Frequent consumer
35,Meat - Frequent consumer
2258,Meat - Low consumer
4322,Meat - Biggest consumer
713,Meat - Frequent consumer
4702,Meat - Biggest consumer
3281,Meat - Frequent consumer
702,Meat - Frequent consumer
2004,Meat - Biggest consumer
4769,Meat - Frequent consumer
4437,Meat - Frequent consumer
8724,Meat - Frequent consumer
10741,Meat - Frequent consumer
1991,Meat - Low consumer
6931,Meat - Biggest consumer
11096,Meat - Frequent consumer
304,Meat - Frequent consumer
3665,Meat - Low consumer
10591,Meat - Frequent consumer
5036,Meat - Frequent consumer
5547,Meat - Biggest consumer
7822,Meat - Biggest consumer
8541,Meat - Low consumer
10955,Meat - Biggest consumer
4368,Meat - Frequent consumer
9671,Meat - Frequent consumer
2256,Meat - Low consumer
4279,Meat - Low consumer
5371,Meat - Frequent consumer
9240,Meat - Frequent consumer
9460,Meat - Frequent consumer
9504,Meat - Biggest consumer
8692,Meat - Frequent consumer
448,Meat - Frequent consumer
8314,Meat - Biggest consumer
8420,Meat - Low consumer
3174,Meat - Biggest consumer
7685,Meat - Low consumer
3179,Meat - Biggest consumer
9780,Meat - Frequent consumer
10681,Meat - Biggest consumer
10232,Meat - Frequent consumer
4184,Meat - Frequent consumer
9120,Meat - Frequent consumer
891,Meat - Low consumer
10381,Meat - Low consumer
3525,Meat - Low consumer
6818,Meat - Frequent consumer
3526,Meat - Low consumer
8181,Meat - Frequent consumer
1029,Meat - Frequent consumer
7369,Meat - Frequent consumer
2574,Meat - Frequent consumer
8159,Meat - Frequent consumer
1160,Meat - Frequent consumer
10242,Meat - Low consumer
5253,Meat - Frequent consumer
5966,Meat - Low consumer
5314,Meat - Frequent consumer
5081,Meat - Low consumer
5123,Meat - Frequent consumer
5756,Meat - Low consumer
8036,Meat - Low consumer
9058,Meat - Biggest consumer
5057,Meat - Frequent consumer
254,Meat - Frequent consumer
4179,Meat - Low consumer
3710,Meat - Frequent consumer
7627,Meat - Biggest consumer
4501,Meat - Biggest consumer
6424,Meat - Low consumer
3075,Meat - Frequent consumer
4992,Meat - Low consumer
5252,Meat - Frequent consumer
7444,Meat - Low consumer
6919,Meat - Low consumer
3537,Meat - Frequent consumer
10277,Meat - Low consumer
2453,Meat - Frequent consumer
7972,Meat - Biggest consumer
895,Meat - Frequent consumer
1177,Meat - Frequent consumer
7141,Meat - Frequent consumer
7232,Meat - Low consumer
8477,Meat - Low consumer
2457,Meat - Low consumer
988,Meat - Biggest consumer
7930,Meat - Frequent consumer
4587,Meat - Frequent consumer
6682,Meat - Low consumer
6222,Meat - Low consumer
10299,Meat - Biggest consumer
3083,Meat - Frequent consumer
8953,Meat - Low consumer
1503,Meat - Low consumer
8650,Meat - Low consumer
10862,Meat - Frequent consumer
2782,Meat - Frequent consumer
6941,Meat - Low consumer
10972,Meat - Frequent consumer
10708,Meat - Low consumer
6583,Meat - Biggest consumer
3641,Meat - Low consumer
10156,Meat - Biggest consumer
4299,Meat - Biggest consumer
3469,Meat - Frequent consumer
5063,Meat - Frequent consumer
10727,Meat - Frequent consumer
9624,Meat - Frequent consumer
5156,Meat - Biggest consumer
4376,Meat - Low consumer
8923,Meat - Biggest consumer
8461,Meat - Low consumer
6945,Meat - Biggest consumer
944,Meat - Frequent consumer
1907,Meat - Biggest consumer
701,Meat - Biggest consumer
3856,Meat - Frequent consumer
4149,Meat - Biggest consumer
2131,Meat - Frequent consumer
2942,Meat - Frequent consumer
1173,Meat - Biggest consumer
4381,Meat - Frequent consumer
4611,Meat - Frequent consumer
3376,Meat - Frequent consumer
4679,Meat - Frequent consumer
10928,Meat - Frequent consumer
4248,Meat - Biggest consumer
6728,Meat - Frequent consumer
6661,Meat - Frequent consumer
4725,Meat - Frequent consumer
3277,Meat - Frequent consumer
5555,Meat - Low consumer
2564,Meat - Frequent consumer
946,Meat - Frequent consumer
3867,Meat - Biggest consumer
6940,Meat - Frequent consumer
55,Meat - Frequent consumer
7093,Meat - Low consumer
5084,Meat - Frequent consumer
1777,Meat - Low consumer
8162,Meat - Low consumer
10826,Meat - Low consumer
8754,Meat - Low consumer
1987,Meat - Low consumer
11007,Meat - Low consumer
7426,Meat - Frequent consumer
9153,Meat - Biggest consumer
10379,Meat - Frequent consumer
9204,Meat - Frequent consumer
3197,Meat - Frequent consumer
2920,Meat - Frequent consumer
6961,Meat - Low consumer
4673,Meat - Frequent consumer
9937,Meat - Frequent consumer
8779,Meat - Frequent consumer
9596,Meat - Frequent consumer
2891,Meat - Frequent consumer
4910,Meat - Biggest consumer
75,Meat - Frequent consumer
10120,Meat - Frequent consumer
6327,Meat - Biggest consumer
10142,Meat - Frequent consumer
9826,Meat - Biggest consumer
1501,Meat - Biggest consumer
10767,Meat - Biggest consumer
7279,Meat - Biggest consumer
7230,Meat - Frequent consumer
143,Meat - Frequent consumer
450,Meat - Frequent consumer
9316,Meat - Low consumer
6379,Meat - Frequent consumer
9239,Meat - Frequent consumer
8315,Meat - Low consumer
2868,Meat - Frequent consumer
10888,Meat - Frequent consumer
1277,Meat - Biggest consumer
9977,Meat - Biggest consumer
10196,Meat - Frequent consumer
6384,Meat - Biggest consumer
8029,Meat - Biggest consumer
968,Meat - Frequent consumer
6988,Meat - Biggest consumer
4472,Meat - Low consumer
6991,Meat - Frequent consumer
3336,Meat - Frequent consumer
4301,Meat - Low consumer
1940,Meat - Low consumer
1272,Meat - Frequent consumer
1388,Meat - Frequent consumer
1044,Meat - Frequent consumer
6969,Meat - Frequent consumer
10479,Meat - Biggest consumer
3619,Meat - Biggest consumer
1715,Meat - Frequent consumer
10159,Meat - Biggest consumer
1463,Meat - Low consumer
5114,Meat - Biggest consumer
4990,Meat - Frequent consumer
4329,Meat - Low consumer
10936,Meat - Biggest consumer
4692,Meat - Low consumer
7212,Meat - Low consumer
6086,Meat - Biggest consumer
437,Meat - Frequent consumer
11171,Meat - Frequent consumer
11101,Meat - Frequent consumer
5329,Meat - Low consumer
610,Meat - Frequent consumer
9384,Meat - Frequent consumer
5956,Meat - Frequent consumer
10430,Meat - Frequent consumer
7875,Meat - Biggest consumer
7072,Meat - Biggest consumer
6255,Meat - Frequent consumer
6516,Meat - Low consumer
5564,Meat - Biggest consumer
5682,Meat - Frequent consumer
7458,Meat - Frequent consumer
5237,Meat - Frequent consumer
7761,Meat - Frequent consumer
5278,Meat - Biggest consumer
3560,Meat - Biggest consumer
7235,Meat - Low consumer
10548,Meat - Biggest consumer
2281,Meat - Low consumer
4073,Meat - Biggest consumer
6974,Meat - Biggest consumer
7938,Meat - Frequent consumer
7094,Meat - Frequent consumer
3667,Meat - Biggest consumer
7723,Meat - Biggest consumer
3870,Meat - Biggest consumer
4012,Meat - Biggest consumer
5909,Meat - Frequent consumer
10470,Meat - Frequent consumer
6488,Meat - Low consumer
10270,Meat - Frequent consumer
6887,Meat - Frequent consumer
6406,Meat - Biggest consumer
7573,Meat - Low consumer
4508,Meat - Biggest consumer
221,Meat - Frequent consumer
5331,Meat - Biggest consumer
1911,Meat - Biggest consumer
20,Meat - Frequent consumer
8786,Meat - Frequent consumer
10582,Meat - Biggest consumer
1915,Meat - Biggest consumer
8897,Meat - Frequent consumer
2371,Meat - Frequent consumer
4303,Meat - Low consumer
6825,Meat - Low consumer
1072,Meat - Frequent consumer
4964,Meat - Biggest consumer
2461,Meat - Low consumer
10736,Meat - Biggest consumer
3194,Meat - Biggest consumer
10839,Meat - Low consumer
49,Meat - Low consumer
4290,Meat - Low consumer
10219,Meat - Low consumer
4211,Meat - Low consumer
1135,Meat - Frequent consumer
6299,Meat - Frequent consumer
10846,Meat - Frequent consumer
347,Meat - Frequent consumer
6543,Meat - Biggest consumer
10446,Meat - Biggest consumer
3479,Meat - Low consumer
11075,Meat - Frequent consumer
4442,Meat - Frequent consumer
199,Meat - Frequent consumer
6722,Meat - Frequent consumer
796,Meat - Frequent consumer
3749,Meat - Biggest consumer
8523,Meat - Low consumer
310,Meat - Frequent consumer
8629,Meat - Low consumer
236,Meat - Frequent consumer
9930,Meat - Frequent consumer
3483,Meat - Frequent consumer
4599,Meat - Frequent consumer
7326,Meat - Frequent consumer
7352,Meat - Frequent consumer
2350,Meat - Frequent consumer
9145,Meat - Biggest consumer
2964,Meat - Low consumer
5585,Meat - Frequent consumer
9687,Meat - Biggest consumer
3732,Meat - Biggest consumer
6303,Meat - Biggest consumer
11176,Meat - Frequent consumer
2986,Meat - Low consumer
7462,Meat - Frequent consumer
3900,Meat - Frequent consumer
7034,Meat - Low consumer
9493,Meat - Biggest consumer
1143,Meat - Low consumer
1,Meat - Frequent consumer
3855,Meat - Frequent consumer
5536,Meat - Biggest consumer
5989,Meat - Biggest consumer
9499,Meat - Biggest consumer
6768,Meat - Low consumer
2150,Meat - Biggest consumer
6646,Meat - Low consumer
4887,Meat - Frequent consumer
8560,Meat - Frequent consumer
3321,Meat - Frequent consumer
11003,Meat - Low consumer
10402,Meat - Low consumer
9904,Meat - Biggest consumer
6141,Meat - Frequent consumer
5687,Meat - Biggest consumer
10856,Meat - Low consumer
5121,Meat - Frequent consumer
4186,Meat - Low consumer
368,Meat - Frequent consumer
3312,Meat - Frequent consumer
11121,Meat - Frequent consumer
5332,Meat - Biggest consumer
5848,Meat - Biggest consumer
10343,Meat - Biggest consumer
5935,Meat - Frequent consumer
2895,Meat - Frequent consumer
10262,Meat - Low consumer
7848,Meat - Frequent consumer
9477,Meat - Frequent consumer
4856,Meat - Biggest consumer
7186,Meat - Low consumer
5794,Meat - Frequent consumer
1456,Meat - Biggest consumer
4877,Meat - Low consumer
425,Meat - Frequent consumer
3007,Meat - Low consumer
1031,Meat - Biggest consumer
4297,Meat - Frequent consumer
807,Meat - Frequent consumer
9553,Meat - Low consumer
4271,Meat - Frequent consumer
4120,Meat - Frequent consumer
2036,Meat - Frequent consumer
115,Meat - Frequent consumer
4259,Meat - Low consumer
8687,Meat - Frequent consumer
2447,Meat - Low consumer
10140,Meat - Biggest consumer
9353,Meat - Biggest consumer
3623,Meat - Low consumer
738,Meat - Frequent consumer
7631,Meat - Frequent consumer
4789,Meat - Biggest consumer
773,Meat - Frequent consumer
10602,Meat - Frequent consumer
1446,Meat - Biggest consumer
3270,Meat - Frequent consumer
8443,Meat - Low consumer
9653,Meat - Low consumer
8916,Meat - Low consumer
8017,Meat - Frequent consumer
5830,Meat - Biggest consumer
4597,Meat - Biggest consumer
7023,Meat - Frequent consumer
8086,Meat - Low consumer
8825,Meat - Frequent consumer
2930,Meat - Frequent consumer
1928,Meat - Frequent consumer
7108,Meat - Frequent consumer
10925,Meat - Biggest consumer
9960,Meat - Low consumer
8800,Meat - Frequent consumer
9224,Meat - Frequent consumer
5519,Meat - Frequent consumer
5046,Meat - Biggest consumer
7037,Meat - Frequent consumer
905,Meat - Frequent consumer
8624,Meat - Biggest consumer
8945,Meat - Low consumer
6445,Meat - Biggest consumer
2727,Meat - Frequent consumer
6404,Meat - Frequent consumer
11074,Meat - Biggest consumer
10150,Meat - Biggest consumer
1968,Meat - Low consumer
6534,Meat - Frequent consumer
9485,Meat - Frequent consumer
7053,Meat - Biggest consumer
4654,Meat - Biggest consumer
9760,Meat - Frequent consumer
1048,Meat - Frequent consumer
10619,Meat - Biggest consumer
9308,Meat - Biggest consumer
10505,Meat - Frequent consumer
8362,Meat - Biggest consumer
2625,Meat - Frequent consumer
4637,Meat - Biggest consumer
9972,Meat - Low consumer
4483,Meat - Biggest consumer
4487,Meat - Frequent consumer
4988,Meat - Frequent consumer
8931,Meat - Biggest consumer
5871,Meat - Frequent consumer
2008,Meat - Biggest consumer
3139,Meat - Biggest consumer
10037,Meat - Biggest consumer
10673,Meat - Biggest consumer
5303,Meat - Biggest consumer
538,Meat - Frequent consumer
7922,Meat - Frequent consumer
5692,Meat - Low consumer
4843,Meat - Biggest consumer
6383,Meat - Low consumer
1628,Meat - Biggest consumer
1204,Meat - Biggest consumer
3673,Meat - Biggest consumer
760,Meat - Frequent consumer
8957,Meat - Biggest consumer
4128,Meat - Frequent consumer
6810,Meat - Biggest consumer
5386,Meat - Biggest consumer
8700,Meat - Low consumer
3202,Meat - Frequent consumer
1328,Meat - Frequent consumer
8405,Meat - Frequent consumer
6515,Meat - Frequent consumer
2882,Meat - Frequent consumer
7574,Meat - Low consumer
6387,Meat - Frequent consumer
5320,Meat - Frequent consumer
5048,Meat - Frequent consumer
8146,Meat - Low consumer
10031,Meat - Frequent consumer
5748,Meat - Frequent consumer
2134,Meat - Biggest consumer
1523,Meat - Low consumer
9665,Meat - Frequent consumer
4640,Meat - Frequent consumer
3635,Meat - Frequent consumer
3547,Meat - Low consumer
2456,Meat - Frequent consumer
5633,Meat - Frequent consumer
7801,Meat - Frequent consumer
10489,Meat - Biggest consumer
7011,Meat - Frequent consumer
2620,Meat - Low consumer
3933,Meat - Biggest consumer
10981,Meat - Biggest consumer
1734,Meat - Low consumer
10995,Meat - Frequent consumer
6357,Meat - Frequent consumer
9209,Meat - Biggest consumer
10286,Meat - Biggest consumer
2611,Meat - Biggest consumer
1600,Meat - Frequent consumer
3308,Meat - Low consumer
5407,Meat - Frequent consumer
2166,Meat - Low consumer
3955,Meat - Low consumer
6634,Meat - Frequent consumer
