account_id,fish-segment
4440,Non consumer
1379,Fish - Frequent consumer
10032,Fish - Low consumer
2826,Fish - Low consumer
6320,Fish - Biggest consumer
3050,Fish - Low consumer
231,Non consumer
2392,Fish - Low consumer
9478,Fish - Biggest consumer
113,Fish - Low consumer
1802,Fish - Frequent consumer
520,Fish - Low consumer
8275,Non consumer
9750,Fish - Biggest consumer
2607,Fish - Frequent consumer
7214,Fish - Frequent consumer
5835,Fish - Low consumer
3896,Non consumer
10350,Non consumer
7786,Fish - Frequent consumer
2861,Fish - Low consumer
663,Fish - Frequent consumer
10675,Non consumer
2521,Fish - Low consumer
9592,Fish - Low consumer
10151,Fish - Biggest consumer
7381,Fish - Biggest consumer
4099,Fish - Frequent consumer
9560,Fish - Frequent consumer
1150,Fish - Biggest consumer
10172,Fish - Biggest consumer
11191,Fish - Frequent consumer
9707,Non consumer
6245,Fish - Frequent consumer
8234,Non consumer
1411,Fish - Biggest consumer
8553,Non consumer
1826,Fish - Biggest consumer
8842,Fish - Frequent consumer
11030,Non consumer
2579,Fish - Frequent consumer
175,Fish - Frequent consumer
9185,Fish - Frequent consumer
11056,Fish - Biggest consumer
9365,Non consumer
6201,Non consumer
2061,Non consumer
6184,Fish - Biggest consumer
6142,Fish - Biggest consumer
4107,Fish - Frequent consumer
7274,Fish - Biggest consumer
9336,Non consumer
2958,Fish - Frequent consumer
933,Fish - Low consumer
5837,Fish - Low consumer
10704,Fish - Frequent consumer
5125,Fish - Biggest consumer
4432,Fish - Low consumer
5955,Fish - Biggest consumer
2928,Fish - Frequent consumer
5680,Non consumer
10313,Fish - Low consumer
2557,Fish - Low consumer
1245,Fish - Frequent consumer
1519,Fish - Low consumer
10703,Non consumer
1726,Fish - Frequent consumer
4459,Fish - Low consumer
1729,Fish - Frequent consumer
1517,Fish - Low consumer
2098,Non consumer
9543,Non consumer
6878,Fish - Biggest consumer
3310,Fish - Frequent consumer
2724,Non consumer
948,Fish - Low consumer
6720,Fish - Low consumer
6202,Fish - Frequent consumer
2066,Fish - Low consumer
9799,Fish - Frequent consumer
8318,Fish - Frequent consumer
5642,Non consumer
2669,Fish - Biggest consumer
455,Fish - Low consumer
7683,Non consumer
3428,Fish - Biggest consumer
7414,Fish - Frequent consumer
6354,Fish - Low consumer
798,Fish - Frequent consumer
8213,Fish - Low consumer
2488,Non consumer
9999,Fish - Biggest consumer
7617,Fish - Low consumer
615,Fish - Frequent consumer
2552,Non consumer
194,Fish - Low consumer
3645,Fish - Frequent consumer
8890,Fish - Frequent consumer
5049,Fish - Low consumer
9973,Fish - Low consumer
7301,Fish - Low consumer
10882,Fish - Frequent consumer
7030,Fish - Frequent consumer
7422,Fish - Biggest consumer
3523,Non consumer
7106,Fish - Biggest consumer
6504,Fish - Frequent consumer
5067,Fish - Frequent consumer
4216,Fish - Biggest consumer
8581,Fish - Frequent consumer
5929,Fish - Low consumer
3129,Fish - Frequent consumer
6528,Fish - Low consumer
1361,Fish - Frequent consumer
6932,Fish - Frequent consumer
7284,Fish - Low consumer
1340,Fish - Biggest consumer
8746,Non consumer
5987,Fish - Frequent consumer
3767,Fish - Biggest consumer
3725,Fish - Frequent consumer
4324,Fish - Frequent consumer
238,Fish - Biggest consumer
6694,Fish - Frequent consumer
498,Fish - Low consumer
9347,Fish - Low consumer
9699,Fish - Frequent consumer
10664,Fish - Low consumer
5455,Fish - Low consumer
456,Fish - Low consumer
5012,Fish - Frequent consumer
7495,Fish - Frequent consumer
5029,Fish - Low consumer
10642,Fish - Low consumer
2106,Fish - Frequent consumer
10364,Fish - Low consumer
5954,Fish - Frequent consumer
1137,Fish - Frequent consumer
2541,Fish - Frequent consumer
1142,Fish - Frequent consumer
2276,Fish - Frequent consumer
2807,Fish - Frequent consumer
6471,Fish - Frequent consumer
6131,Fish - Biggest consumer
6233,Fish - Frequent consumer
4148,Fish - Frequent consumer
4947,Fish - Biggest consumer
3225,Fish - Low consumer
7540,Fish - Frequent consumer
10648,Fish - Biggest consumer
1992,Fish - Frequent consumer
7851,Fish - Biggest consumer
8594,Fish - Low consumer
7059,Fish - Biggest consumer
2815,Fish - Frequent consumer
2416,Fish - Frequent consumer
7999,Fish - Frequent consumer
9213,Fish - Low consumer
9697,Fish - Frequent consumer
3916,Fish - Frequent consumer
2021,Fish - Biggest consumer
1581,Fish - Low consumer
564,Fish - Frequent consumer
6619,Fish - Low consumer
9081,Fish - Low consumer
178,Fish - Biggest consumer
916,Fish - Low consumer
5512,Non consumer
8970,Fish - Low consumer
10581,Fish - Frequent consumer
5300,Non consumer
5154,Fish - Low consumer
8346,Fish - Frequent consumer
1676,Non consumer
9286,Fish - Biggest consumer
2426,Fish - Biggest consumer
5172,Fish - Frequent consumer
5562,Fish - Frequent consumer
3436,Fish - Low consumer
3921,Fish - Frequent consumer
3403,Fish - Biggest consumer
22,Fish - Frequent consumer
10965,Fish - Biggest consumer
9426,Fish - Frequent consumer
6605,Fish - Frequent consumer
3136,Fish - Frequent consumer
8737,Fish - Low consumer
11088,Fish - Frequent consumer
716,Fish - Frequent consumer
466,Fish - Biggest consumer
9135,Fish - Low consumer
10623,Non consumer
8151,Fish - Frequent consumer
5140,Fish - Biggest consumer
10160,Fish - Low consumer
4945,Fish - Frequent consumer
10584,Fish - Biggest consumer
6071,Fish - Biggest consumer
3386,Fish - Low consumer
8939,Fish - Frequent consumer
9925,Non consumer
4320,Fish - Biggest consumer
5389,Fish - Frequent consumer
6036,Fish - Biggest consumer
182,Non consumer
203,Fish - Biggest consumer
11025,Fish - Low consumer
10203,Fish - Low consumer
4607,Fish - Frequent consumer
3711,Fish - Frequent consumer
3696,Fish - Low consumer
2532,Fish - Frequent consumer
9214,Fish - Frequent consumer
4943,Non consumer
35,Fish - Frequent consumer
2258,Fish - Frequent consumer
4322,Fish - Frequent consumer
713,Fish - Biggest consumer
4702,Fish - Biggest consumer
3281,Fish - Frequent consumer
702,Fish - Biggest consumer
2004,Fish - Biggest consumer
4769,Non consumer
4437,Fish - Low consumer
8724,Fish - Low consumer
10741,Fish - Frequent consumer
1991,Non consumer
6931,Fish - Biggest consumer
11096,Fish - Frequent consumer
304,Fish - Low consumer
3665,Fish - Frequent consumer
10591,Fish - Frequent consumer
5036,Fish - Low consumer
5547,Non consumer
7822,Fish - Frequent consumer
8541,Fish - Low consumer
10955,Fish - Frequent consumer
4368,Fish - Frequent consumer
9671,Fish - Low consumer
2256,Non consumer
4279,Fish - Low consumer
5371,Fish - Frequent consumer
9240,Fish - Low consumer
9460,Fish - Frequent consumer
9504,Fish - Biggest consumer
8692,Fish - Frequent consumer
448,Fish - Biggest consumer
8314,Fish - Frequent consumer
8420,Fish - Frequent consumer
3174,Fish - Frequent consumer
7685,Fish - Frequent consumer
3179,Fish - Frequent consumer
9780,Fish - Biggest consumer
10681,Fish - Biggest consumer
10232,Fish - Frequent consumer
4184,Fish - Low consumer
9120,Fish - Biggest consumer
891,Fish - Low consumer
10381,Non consumer
3525,Non consumer
6818,Fish - Frequent consumer
3526,Non consumer
8181,Fish - Frequent consumer
1029,Non consumer
7369,Fish - Low consumer
2574,Non consumer
8159,Fish - Frequent consumer
1160,Fish - Frequent consumer
10242,Non consumer
5253,Fish - Frequent consumer
5966,Non consumer
5314,Fish - Frequent consumer
5081,Fish - Low consumer
5123,Fish - Frequent consumer
5756,Non consumer
8036,Fish - Frequent consumer
9058,Fish - Frequent consumer
5057,Fish - Frequent consumer
254,Fish - Low consumer
4179,Fish - Low consumer
3710,Fish - Low consumer
7627,Fish - Biggest consumer
4501,Fish - Biggest consumer
6424,Fish - Frequent consumer
3075,Fish - Frequent consumer
4992,Fish - Low consumer
5252,Fish - Frequent consumer
7444,Non consumer
6919,Fish - Frequent consumer
3537,Fish - Low consumer
10277,Non consumer
2453,Fish - Frequent consumer
7972,Fish - Biggest consumer
895,Non consumer
1177,Fish - Low consumer
7141,Fish - Low consumer
7232,Fish - Low consumer
8477,Fish - Low consumer
2457,Fish - Frequent consumer
988,Fish - Biggest consumer
7930,Fish - Frequent consumer
4587,Fish - Frequent consumer
6682,Fish - Low consumer
6222,Fish - Low consumer
10299,Fish - Frequent consumer
3083,Fish - Frequent consumer
8953,Non consumer
1503,Fish - Low consumer
8650,Fish - Low consumer
10862,Fish - Frequent consumer
2782,Fish - Frequent consumer
6941,Fish - Frequent consumer
10972,Fish - Frequent consumer
10708,Non consumer
6583,Fish - Biggest consumer
3641,Fish - Low consumer
10156,Fish - Biggest consumer
4299,Fish - Biggest consumer
3469,Fish - Frequent consumer
5063,Fish - Frequent consumer
10727,Fish - Frequent consumer
9624,Fish - Frequent consumer
5156,Fish - Biggest consumer
4376,Fish - Frequent consumer
8923,Fish - Frequent consumer
8461,Non consumer
6945,Fish - Frequent consumer
944,Fish - Frequent consumer
1907,Fish - Frequent consumer
701,Fish - Biggest consumer
3856,Fish - Frequent consumer
4149,Fish - Frequent consumer
2131,Fish - Frequent consumer
2942,Fish - Low consumer
1173,Non consumer
4381,Fish - Frequent consumer
4611,Fish - Biggest consumer
3376,Fish - Frequent consumer
4679,Fish - Biggest consumer
10928,Fish - Frequent consumer
4248,Fish - Biggest consumer
6728,Fish - Low consumer
6661,Fish - Frequent consumer
4725,Non consumer
3277,Fish - Frequent consumer
5555,Fish - Low consumer
2564,Fish - Low consumer
946,Fish - Frequent consumer
3867,Non consumer
6940,Fish - Low consumer
55,Fish - Frequent consumer
7093,Non consumer
5084,Fish - Biggest consumer
1777,Fish - Frequent consumer
8162,Fish - Low consumer
10826,Fish - Frequent consumer
8754,Non consumer
1987,Fish - Frequent consumer
11007,Non consumer
7426,Fish - Frequent consumer
9153,Fish - Biggest consumer
10379,Fish - Frequent consumer
9204,Fish - Frequent consumer
3197,Fish - Biggest consumer
2920,Fish - Frequent consumer
6961,Non consumer
4673,Fish - Frequent consumer
9937,Fish - Frequent consumer
8779,Fish - Frequent consumer
9596,Fish - Frequent consumer
2891,Fish - Frequent consumer
4910,Fish - Biggest consumer
75,Fish - Biggest consumer
10120,Fish - Low consumer
6327,Fish - Frequent consumer
10142,Fish - Frequent consumer
9826,Fish - Biggest consumer
1501,Fish - Frequent consumer
10767,Non consumer
7279,Fish - Frequent consumer
7230,Fish - Low consumer
143,Fish - Biggest consumer
450,Fish - Frequent consumer
9316,Fish - Low consumer
6379,Non consumer
9239,Fish - Low consumer
8315,Fish - Low consumer
2868,Fish - Low consumer
10888,Fish - Frequent consumer
1277,Fish - Biggest consumer
9977,Fish - Frequent consumer
10196,Fish - Frequent consumer
6384,Non consumer
8029,Fish - Frequent consumer
968,Fish - Frequent consumer
6988,Fish - Frequent consumer
4472,Fish - Low consumer
6991,Fish - Frequent consumer
3336,Non consumer
4301,Fish - Low consumer
1940,Fish - Low consumer
1272,Fish - Frequent consumer
1388,Fish - Frequent consumer
1044,Fish - Frequent consumer
6969,Fish - Frequent consumer
10479,Fish - Biggest consumer
3619,Fish - Frequent consumer
1715,Fish - Frequent consumer
10159,Non consumer
1463,Fish - Low consumer
5114,Non consumer
4990,Fish - Frequent consumer
4329,Fish - Low consumer
10936,Fish - Biggest consumer
4692,Fish - Frequent consumer
7212,Non consumer
6086,Fish - Biggest consumer
437,Fish - Biggest consumer
11171,Fish - Frequent consumer
11101,Fish - Frequent consumer
5329,Non consumer
610,Fish - Low consumer
9384,Fish - Frequent consumer
5956,Fish - Frequent consumer
10430,Fish - Frequent consumer
7875,Fish - Frequent consumer
7072,Fish - Biggest consumer
6255,Fish - Frequent consumer
6516,Fish - Frequent consumer
5564,Fish - Biggest consumer
5682,Fish - Frequent consumer
7458,Fish - Low consumer
5237,Fish - Low consumer
7761,Fish - Frequent consumer
5278,Fish - Biggest consumer
3560,Fish - Biggest consumer
7235,Fish - Low consumer
10548,Fish - Biggest consumer
2281,Non consumer
4073,Fish - Frequent consumer
6974,Fish - Frequent consumer
7938,Fish - Frequent consumer
7094,Fish - Biggest consumer
3667,Fish - Frequent consumer
7723,Fish - Biggest consumer
3870,Fish - Biggest consumer
4012,Fish - Frequent consumer
5909,Fish - Frequent consumer
10470,Non consumer
6488,Non consumer
10270,Fish - Frequent consumer
6887,Fish - Frequent consumer
6406,Fish - Biggest consumer
7573,Fish - Low consumer
4508,Fish - Frequent consumer
221,Fish - Low consumer
5331,Fish - Biggest consumer
1911,Fish - Biggest consumer
20,Fish - Frequent consumer
8786,Fish - Frequent consumer
10582,Fish - Biggest consumer
1915,Fish - Biggest consumer
8897,Fish - Frequent consumer
2371,Fish - Low consumer
4303,Fish - Low consumer
6825,Non consumer
1072,Non consumer
4964,Fish - Biggest consumer
2461,Non consumer
10736,Fish - Biggest consumer
3194,Fish - Biggest consumer
10839,Fish - Frequent consumer
49,Fish - Low consumer
4290,Fish - Low consumer
10219,Fish - Low consumer
4211,Fish - Low consumer
1135,Non consumer
6299,Fish - Frequent consumer
10846,Fish - Frequent consumer
347,Fish - Frequent consumer
6543,Fish - Biggest consumer
10446,Fish - Frequent consumer
3479,Fish - Frequent consumer
11075,Fish - Frequent consumer
4442,Fish - Frequent consumer
199,Fish - Frequent consumer
6722,Fish - Biggest consumer
796,Fish - Frequent consumer
3749,Fish - Biggest consumer
8523,Fish - Frequent consumer
310,Fish - Frequent consumer
8629,Fish - Low consumer
236,Fish - Frequent consumer
9930,Fish - Frequent consumer
3483,Fish - Biggest consumer
4599,Non consumer
7326,Fish - Low consumer
7352,Fish - Frequent consumer
2350,Fish - Frequent consumer
9145,Fish - Biggest consumer
2964,Fish - Low consumer
5585,Fish - Low consumer
9687,Fish - Frequent consumer
3732,Fish - Biggest consumer
6303,Fish - Biggest consumer
11176,Fish - Frequent consumer
2986,Fish - Low consumer
7462,Fish - Frequent consumer
3900,Non consumer
7034,Fish - Frequent consumer
9493,Fish - Frequent consumer
1143,Fish - Low consumer
1,Fish - Frequent consumer
3855,Fish - Frequent consumer
5536,Fish - Frequent consumer
5989,Fish - Frequent consumer
9499,Fish - Frequent consumer
6768,Fish - Low consumer
2150,Fish - Biggest consumer
6646,Fish - Frequent consumer
4887,Fish - Frequent consumer
8560,Fish - Frequent consumer
3321,Non consumer
11003,Non consumer
10402,Fish - Low consumer
9904,Fish - Frequent consumer
6141,Non consumer
5687,Fish - Frequent consumer
10856,Non consumer
5121,Fish - Frequent consumer
4186,Fish - Frequent consumer
368,Fish - Frequent consumer
3312,Fish - Frequent consumer
11121,Fish - Frequent consumer
5332,Fish - Biggest consumer
5848,Fish - Biggest consumer
10343,Non consumer
5935,Non consumer
2895,Fish - Frequent consumer
10262,Non consumer
7848,Fish - Frequent consumer
9477,Fish - Frequent consumer
4856,Fish - Biggest consumer
7186,Non consumer
5794,Non consumer
1456,Fish - Biggest consumer
4877,Non consumer
425,Fish - Biggest consumer
3007,Non consumer
1031,Fish - Frequent consumer
4297,Fish - Low consumer
807,Non consumer
9553,Fish - Low consumer
4271,Fish - Biggest consumer
4120,Fish - Frequent consumer
2036,Fish - Frequent consumer
115,Fish - Frequent consumer
4259,Non consumer
8687,Fish - Biggest consumer
2447,Fish - Frequent consumer
10140,Fish - Frequent consumer
9353,Fish - Frequent consumer
3623,Fish - Frequent consumer
738,Fish - Frequent consumer
7631,Fish - Frequent consumer
4789,Fish - Biggest consumer
773,Fish - Frequent consumer
10602,Fish - Frequent consumer
1446,Fish - Biggest consumer
3270,Fish - Frequent consumer
8443,Fish - Low consumer
9653,Fish - Low consumer
8916,Non consumer
8017,Fish - Low consumer
5830,Fish - Biggest consumer
4597,Fish - Biggest consumer
7023,Non consumer
8086,Non consumer
8825,Fish - Biggest consumer
2930,Fish - Biggest consumer
1928,Fish - Low consumer
7108,Fish - Frequent consumer
10925,Fish - Frequent consumer
9960,Fish - Frequent consumer
8800,Fish - Biggest consumer
9224,Fish - Frequent consumer
5519,Fish - Biggest consumer
5046,Fish - Biggest consumer
7037,Fish - Frequent consumer
905,Fish - Low consumer
8624,Fish - Frequent consumer
8945,Non consumer
6445,Fish - Frequent consumer
2727,Fish - Frequent consumer
6404,Non consumer
11074,Fish - Biggest consumer
10150,Fish - Frequent consumer
1968,Fish - Frequent consumer
6534,Non consumer
9485,Fish - Frequent consumer
7053,Fish - Biggest consumer
4654,Fish - Frequent consumer
9760,Non consumer
1048,Fish - Frequent consumer
10619,Fish - Biggest consumer
9308,Fish - Biggest consumer
10505,Fish - Frequent consumer
8362,Non consumer
2625,Fish - Frequent consumer
4637,Fish - Biggest consumer
9972,Non consumer
4483,Fish - Biggest consumer
4487,Fish - Low consumer
4988,Non consumer
8931,Fish - Biggest consumer
5871,Fish - Frequent consumer
2008,Fish - Biggest consumer
3139,Fish - Biggest consumer
10037,Fish - Biggest consumer
10673,Fish - Frequent consumer
5303,Fish - Biggest consumer
538,Fish - Frequent consumer
7922,Fish - Frequent consumer
5692,Fish - Frequent consumer
4843,Fish - Frequent consumer
6383,Fish - Low consumer
1628,Fish - Biggest consumer
1204,Fish - Frequent consumer
3673,Fish - Frequent consumer
760,Fish - Biggest consumer
8957,Fish - Biggest consumer
4128,Fish - Frequent consumer
6810,Fish - Frequent consumer
5386,Fish - Biggest consumer
8700,Fish - Frequent consumer
3202,Non consumer
1328,Fish - Frequent consumer
8405,Fish - Frequent consumer
6515,Fish - Low consumer
2882,Fish - Frequent consumer
7574,Fish - Low consumer
6387,Non consumer
5320,Fish - Low consumer
5048,Fish - Frequent consumer
8146,Fish - Low consumer
10031,Fish - Low consumer
5748,Fish - Low consumer
2134,Fish - Biggest consumer
1523,Fish - Low consumer
9665,Fish - Low consumer
4640,Fish - Frequent consumer
3635,Fish - Frequent consumer
3547,Fish - Low consumer
2456,Non consumer
5633,Fish - Frequent consumer
7801,Fish - Frequent consumer
10489,Fish - Frequent consumer
7011,Non consumer
2620,Non consumer
3933,Fish - Biggest consumer
10981,Fish - Frequent consumer
1734,Fish - Low consumer
10995,Fish - Frequent consumer
6357,Fish - Frequent consumer
9209,Fish - Frequent consumer
10286,Fish - Biggest consumer
2611,Fish - Biggest consumer
1600,Fish - Frequent consumer
3308,Fish - Low consumer
5407,Fish - Frequent consumer
2166,Non consumer
3955,Fish - Low consumer
6634,Non consumer
3056,Fish - Frequent consumer
5718,Fish - Biggest consumer
6872,Fish - Low consumer
8164,Fish - Frequent consumer
4580,Fish - Biggest consumer
9305,Fish - Biggest consumer
453,Non consumer
8545,Fish - Frequent consumer
9850,Non consumer
7378,Fish - Frequent consumer
7646,Fish - Biggest consumer
1640,Non consumer
5184,Fish - Low consumer
8492,Fish - Biggest consumer
11188,Fish - Frequent consumer
1212,Fish - Biggest consumer
9097,Fish - Frequent consumer
10473,Fish - Frequent consumer
7962,Fish - Biggest consumer
9984,Fish - Frequent consumer
5527,Fish - Low consumer
6374,Non consumer
7453,Fish - Biggest consumer
8952,Fish - Frequent consumer
241,Fish - Biggest consumer
8975,Fish - Low consumer
6119,Non consumer
5236,Fish - Biggest consumer
5723,Fish - Low consumer
1710,Non consumer
1970,Fish - Frequent consumer
5313,Non consumer
10634,Fish - Frequent consumer
7010,Fish - Biggest consumer
8562,Fish - Frequent consumer
3158,Fish - Low consumer
4436,Fish - Frequent consumer
5287,Fish - Low consumer
2445,Non consumer
6059,Fish - Frequent consumer
4550,Non consumer
4240,Fish - Frequent consumer
8911,Fish - Biggest consumer
3706,Non consumer
3628,Fish - Frequent consumer
10175,Non consumer
8985,Fish - Biggest consumer
5204,Fish - Biggest consumer
9220,Fish - Biggest consumer
9888,Fish - Biggest consumer
5263,Fish - Low consumer
1020,Fish - Biggest consumer
9503,Fish - Frequent consumer
10613,Fish - Low consumer
67,Non consumer
6019,Fish - Low consumer
5863,Fish - Frequent consumer
3717,Fish - Low consumer
6730,Non consumer
10749,Fish - Frequent consumer
4998,Fish - Frequent consumer
6287,Non consumer
5985,Non consumer
4754,Fish - Frequent consumer
4002,Fish - Biggest consumer
